timestep,demand_BBEL_FIN,demand_BEEL_FIN,BESOLPV_P,BBSOLPV_P,BBWIND_P,BEWIND_P,BBRORHYD_P
4313,1983.704441906140,1720.726650042780,0.0858,0.0984,0.0127,0.0427,0.45
4314,1985.267781658950,1722.082739346660,0.0251,0.027,0.0071,0.0211,0.45
4315,1896.852233416380,1645.388355382420,0,0,0.0033,0.0077,0.45
4316,1782.902135877810,1546.544512788010,0,0,0.0011,0.0001,0.45
4317,1717.068161842570,1489.438085435450,0,0,0.0059,0,0.45
4318,1592.174686034300,1381.101617713850,0,0,0.0248,0.0004,0.45
4319,1494.726508108790,1296.572051104910,0,0,0.062,0.0161,0.45
4320,1431.324395911260,1241.575096002850,0,0,0.1078,0.061,0.45
4321,1383.555681241890,1200.139033939640,0,0,0.1449,0.1293,0.45
4322,1353.678521521410,1174.222660576480,0,0,0.1632,0.1781,0.45
4323,1403.010575943600,1217.014811943570,0.0014,0.0025,0.1429,0.1697,0.45
4324,1507.928043799230,1308.023471893290,0.0101,0.0157,0.0998,0.097,0.45
4325,1818.685245775600,1577.583890188090,0.0356,0.0452,0.0746,0.06,0.45
4326,2000.380065936170,1735.191602617570,0.0939,0.1208,0.1084,0.1194,0.45
4327,2043.806170181060,1772.860749947760,0.2793,0.2799,0.1909,0.2666,0.45
4328,2070.556650395900,1796.064944703150,0.3491,0.3957,0.2622,0.4066,0.45
4329,2196.839761540010,1905.606825139310,0.4002,0.465,0.3191,0.4634,0.45
4330,2215.773542990780,1922.030573375270,0.4307,0.4994,0.3638,0.4521,0.45
4331,2247.561451298030,1949.604389220970,0.4539,0.5331,0.3762,0.403,0.45
4332,2201.877189632420,1909.976446229620,0.4429,0.5245,0.3649,0.3953,0.45
4333,2089.143023012700,1812.187339760460,0.4021,0.4788,0.3476,0.3899,0.45
4334,2115.546094393600,1835.090181337220,0.3287,0.3993,0.3118,0.355,0.45
4335,2087.753387676870,1810.981927045900,0.2549,0.3047,0.2612,0.3023,0.45
4336,2039.289855339590,1768.943158625420,0.162,0.1956,0.202,0.2406,0.45
4337,2024.698684313310,1756.286325122480,0.0862,0.0961,0.1323,0.1751,0.45
4338,2059.265863292240,1786.270966397300,0.024,0.0232,0.0908,0.1069,0.45
4339,1950.353193846080,1691.796744893200,0,0,0.0753,0.0757,0.45
4340,1832.581599133950,1589.638017333740,0,0,0.0515,0.0343,0.45
4341,1724.363747355710,1495.766502186920,0,0,0.0269,0.0069,0.45
4342,1606.765857060580,1393.758451216790,0,0,0.0105,0.0001,0.45
4343,1505.496181961520,1305.913999642800,0,0,0.0039,0,0.45
4344,1434.798484250850,1244.588627789260,0,0,0.0031,0.0006,0.45
4345,1407.526890785070,1220.932403265910,0,0,0.0074,0.0116,0.45
4346,1424.376219232080,1235.548032430020,0,0,0.022,0.0334,0.45
4347,1429.761056158440,1240.219006698960,0.0144,0.0138,0.0443,0.06,0.45
4348,1496.637256695560,1298.229493587440,0.0687,0.0704,0.0377,0.0431,0.45
4349,1721.063363433100,1492.903646989830,0.1438,0.1543,0.0272,0.032,0.45
4350,1944.620948085750,1686.824417445620,0.2318,0.2491,0.058,0.0609,0.45
4351,2046.759145269700,1775.422251966200,0.326,0.3411,0.0957,0.105,0.45
4352,1986.657416994790,1723.288152061230,0.386,0.4002,0.1186,0.1349,0.45
4353,2027.304250568010,1758.546473962290,0.3587,0.3866,0.1415,0.1739,0.45
4354,2080.805210997700,1804.954863473080,0.2955,0.3568,0.1653,0.2171,0.45
4355,2142.296574608450,1858.294376092610,0.3218,0.346,0.1736,0.2086,0.45
4356,2072.119990148710,1797.421034007030,0.2682,0.3259,0.1656,0.1873,0.45
4357,2101.649741035240,1823.036054191560,0.2308,0.2919,0.1513,0.1703,0.45
4358,2061.350316295990,1788.079085469150,0.2112,0.2411,0.1299,0.1446,0.45
4359,1985.441486075930,1722.233415935980,0.1639,0.1886,0.1053,0.1131,0.45
4360,2035.815767000000,1765.929626839000,0.1126,0.1334,0.0735,0.0714,0.45
4361,2070.556650395900,1796.064944703150,0.0674,0.0791,0.0412,0.0386,0.45
4362,2025.046093147260,1756.587678301110,0.021,0.025,0.0172,0.0143,0.45
4363,1946.531696672530,1688.481859928150,0,0,0.0073,0.0029,0.45
4364,1833.450121218860,1590.391400280340,0,0,0.0056,0,0.45
4365,1768.310964851540,1533.887679285080,0,0,0.0121,0,0.45
4366,1637.858947699920,1420.729560705200,0,0,0.0337,0.0066,0.45
4367,1531.551844508440,1328.515488040910,0,0,0.0728,0.0387,0.45
4368,1416.038407217060,1228.315556142620,0,0,0.1129,0.0924,0.45
4369,1372.612302972180,1190.646408812440,0,0,0.1372,0.1331,0.45
4370,1380.429001736260,1197.426855331870,0,0,0.1481,0.153,0.45
4371,1417.949155803840,1229.972998625150,0.0163,0.0181,0.1288,0.1331,0.45
4372,1480.482745916470,1284.216570780610,0.0701,0.0781,0.0575,0.0529,0.45
4373,1762.752423508190,1529.066028426810,0.1457,0.1627,0.0628,0.0806,0.45
4374,1952.437646849830,1693.604863965050,0.2315,0.2601,0.1243,0.1563,0.45
4375,1985.788894909890,1722.534769114630,0.3061,0.3502,0.1502,0.181,0.45
4376,2038.073924420730,1767.888422500170,0.3475,0.4134,0.17,0.1991,0.45
4377,2110.508666301190,1830.720560246910,0.3685,0.4492,0.1682,0.1909,0.45
4378,2211.604636983270,1918.414335231580,0.3778,0.4655,0.1549,0.1647,0.45
4379,2195.623830621160,1904.552089014080,0.3948,0.4707,0.1424,0.1459,0.45
4380,2111.898301637020,1831.925972961480,0.3855,0.4454,0.1292,0.1366,0.45
4381,2083.584481669370,1807.365688902200,0.3285,0.3872,0.1162,0.1326,0.45
4382,1965.118069289330,1704.604254985460,0.266,0.3146,0.1068,0.1303,0.45
4383,1917.175650202990,1663.017516332940,0.1945,0.2348,0.0973,0.1336,0.45
4384,1903.279296844630,1650.963389187270,0.1121,0.1375,0.0783,0.1366,0.45
4385,1934.719796317920,1678.235851854340,0.0517,0.0657,0.0519,0.101,0.45
4386,1952.611351266800,1693.755540554370,0.0148,0.019,0.0423,0.0849,0.45
4387,1830.670850547180,1587.980574851210,0,0,0.0565,0.1097,0.45
4388,1713.941482336940,1486.725906827680,0,0,0.0812,0.147,0.45
4389,1633.863746109390,1417.263999150820,0,0,0.1141,0.1906,0.45
4390,1484.477947506990,1287.682132334990,0,0,0.1519,0.2196,0.45
4391,1381.471228238140,1198.330914867800,0,0,0.1817,0.2179,0.45
4392,1311.294643778410,1137.457572782220,0,0,0.198,0.2009,0.45
4393,1288.713069571070,1117.869616170520,0,0,0.2037,0.1764,0.45
4394,1280.375257556060,1110.637139883130,0,0,0.2063,0.1769,0.45
4395,1229.827272215020,1066.790252390800,0.0138,0.0162,0.1814,0.1594,0.45
4396,1233.301360554610,1069.803784177210,0.0654,0.0753,0.1064,0.1044,0.45
4397,1351.420364100680,1172.263864915310,0.1458,0.1587,0.0731,0.0939,0.45
4398,1515.571038146330,1314.653241823400,0.2286,0.2468,0.2134,0.3551,0.45
4399,1642.722671375330,1424.948505206180,0.2922,0.3175,0.2944,0.4356,0.45
4400,1746.771617146080,1515.203782209300,0.3429,0.3693,0.2746,0.3433,0.45
4401,1795.235149483360,1557.242550629790,0.2853,0.329,0.2478,0.2977,0.45
4402,1844.393499488560,1599.884025407550,0.158,0.2479,0.2628,0.3921,0.45
4403,1855.510582175250,1609.527327124070,0.1723,0.1995,0.3011,0.4343,0.45
4404,1764.489467677990,1530.572794320020,0.1528,0.1683,0.3298,0.3664,0.45
4405,1726.621904776450,1497.725297848100,0.1318,0.1415,0.3362,0.3284,0.45
4406,1686.148775620220,1462.617652536370,0.0815,0.0987,0.2326,0.22,0.45
4407,1624.831116426450,1409.428816506150,0.063,0.0875,0.14,0.1693,0.45
4408,1607.981787979430,1394.813187342030,0.0885,0.1044,0.1179,0.1539,0.45
4409,1631.258179854700,1415.003850311000,0.0806,0.0866,0.1134,0.1411,0.45
4410,1633.168928441470,1416.661292793530,0.0263,0.0287,0.0779,0.0853,0.45
4411,1567.856067657170,1360.006895208940,0,0,0.0697,0.059,0.45
4412,1421.944357394370,1233.438560179530,0,0,0.0896,0.0777,0.45
4413,1393.456833009720,1208.727599530930,0,0,0.1175,0.1166,0.45
4414,1340.650690247950,1162.921916377420,0,0,0.1318,0.1414,0.45
4415,1282.459710559810,1112.445258954980,0,0,0.1426,0.1557,0.45
4416,1174.068154364590,1018.423067218840,0,0,0.1615,0.1813,0.45
4417,1119.698671850000,971.261294761449,0,0,0.1611,0.1701,0.45
4418,1096.595984391720,951.221308381792,0,0,0.149,0.1557,0.45
4419,1083.047039867320,939.468534414776,0.0184,0.0198,0.1046,0.1033,0.45
4420,1082.352222199400,938.865828057492,0.0767,0.0841,0.0444,0.038,0.45
4421,1126.820552946160,977.439034923599,0.1591,0.1765,0.0616,0.0739,0.45
4422,1248.761053665780,1083.214000626760,0.2547,0.2883,0.0761,0.075,0.45
4423,1347.425162510150,1168.798303360930,0.3405,0.3924,0.074,0.067,0.45
4424,1411.174683541640,1224.096611641640,0.4027,0.468,0.0742,0.0659,0.45
4425,1540.237065357420,1336.049317506950,0.4299,0.505,0.0813,0.0787,0.45
4426,1688.233228623970,1464.425771608210,0.402,0.4789,0.0938,0.0967,0.45
4427,1572.719791332590,1364.225839709930,0.3095,0.4046,0.1075,0.1133,0.45
4428,1484.477947506990,1287.682132334990,0.3242,0.3898,0.1219,0.1259,0.45
4429,1443.831113933790,1252.423810433940,0.2648,0.3226,0.1366,0.1461,0.45
4430,1453.558561284640,1260.861699435900,0.1823,0.2303,0.1471,0.1647,0.45
4431,1476.834953159900,1281.052362404880,0.105,0.1459,0.1482,0.1707,0.45
4432,1453.732265701620,1261.012376025220,0.0834,0.0985,0.1308,0.1569,0.45
4433,1532.072957759380,1328.967517808870,0.053,0.0589,0.0981,0.1316,0.45
4434,1586.963553524910,1376.581320034230,0.014,0.0162,0.0869,0.1066,0.45
4435,1526.861825250000,1324.447220129250,0,0,0.0931,0.1037,0.45
4436,1461.201555631740,1267.491469366010,0,0,0.093,0.1076,0.45
4437,1449.563359694110,1257.396137881520,0,0,0.0996,0.1254,0.45
4438,1366.011535126960,1184.920698418250,0,0,0.1098,0.1381,0.45
4439,1311.294643778410,1137.457572782220,0,0,0.1158,0.1341,0.45
4440,1249.282166916720,1083.666030394720,0,0,0.1124,0.1196,0.45
4441,1227.221705960320,1064.530103550980,0,0,0.099,0.0937,0.45
4442,1242.855103488480,1078.090996589850,0,0,0.0838,0.0674,0.45
4443,1283.675641478670,1113.499995080220,0.0166,0.0188,0.0634,0.0451,0.45
4444,1389.461631419200,1205.262037976550,0.0714,0.0793,0.0192,0.0103,0.45
4445,1670.167969258100,1448.755406318850,0.1505,0.1684,0.0178,0.0093,0.45
4446,1883.650697725930,1633.936934594030,0.2434,0.2764,0.0375,0.022,0.45
4447,1967.549931127040,1706.713727235950,0.3212,0.3709,0.0616,0.0401,0.45
4448,1920.649738542570,1666.031048119350,0.3861,0.4481,0.0831,0.0594,0.45
4449,1942.015381831060,1684.564268605810,0.4335,0.5021,0.094,0.0701,0.45
4450,2099.217879197530,1820.926581941070,0.4581,0.5251,0.0932,0.0716,0.45
4451,2149.765864538560,1864.773469433400,0.4627,0.5357,0.0871,0.0676,0.45
4452,2070.035537144960,1795.612914935180,0.4407,0.5103,0.0783,0.0594,0.45
4453,1937.325362572610,1680.496000694150,0.3973,0.4664,0.0684,0.0506,0.45
4454,1960.601754447860,1700.686663663120,0.3373,0.3991,0.0569,0.0444,0.45
4455,1921.344556210490,1666.633754476630,0.2537,0.2993,0.0437,0.037,0.45
4456,1908.490429354010,1655.483686866900,0.1601,0.1827,0.027,0.0237,0.45
4457,1909.011542604940,1655.935716634860,0.074,0.0908,0.0123,0.0103,0.45
4458,1926.903097553840,1671.455405334900,0.0218,0.0256,0.0041,0.0013,0.45
4459,1832.755303550930,1589.788693923060,0,0,0.001,0,0.45
4460,1740.865666968770,1510.080778172390,0,0,0.0043,0,0.45
4461,1678.332076856140,1455.837206016930,0,0,0.0198,0.0011,0.45
4462,1531.551844508440,1328.515488040910,0,0,0.0524,0.0179,0.45
4463,1441.746660930030,1250.615691362090,0,0,0.095,0.0543,0.45
4464,1392.935719758790,1208.275569762960,0,0,0.1284,0.1121,0.45
4465,1351.941477351620,1172.715894683270,0,0,0.1396,0.1486,0.45
4466,1350.204433181820,1171.209128790060,0,0,0.1347,0.146,0.45
4467,1388.419404917320,1204.357978440630,0.0072,0.0096,0.1132,0.1151,0.45
4468,1492.120941854090,1294.311902265100,0.0372,0.0462,0.0706,0.0776,0.45
4469,1710.293689580380,1483.561698451950,0.0742,0.0925,0.038,0.0503,0.45
4470,1916.828241369020,1662.716163154290,0.0943,0.136,0.0427,0.0541,0.45
4471,1943.752426000860,1686.071034499020,0.1423,0.1954,0.061,0.0669,0.45
4472,1939.236111159390,1682.153443176680,0.266,0.2956,0.0832,0.085,0.45
4473,2035.815767000000,1765.929626839000,0.3416,0.3769,0.1013,0.1013,0.45
4474,2211.604636983270,1918.414335231580,0.4089,0.4578,0.1196,0.1207,0.45
4475,2142.991392276360,1858.897082449890,0.3577,0.4359,0.1514,0.1651,0.45
4476,2076.636304990180,1801.338625329370,0.2184,0.3233,0.1914,0.2171,0.45
4477,1991.694845087200,1727.657773151530,0.1671,0.2246,0.2228,0.2446,0.45
4478,1989.089278832500,1725.397624311720,0.1877,0.2251,0.2471,0.2603,0.45
4479,1948.963558510240,1690.591332178630,0.1502,0.1888,0.2801,0.2997,0.45
4480,2009.412695619110,1743.026785262250,0.0992,0.1277,0.2952,0.3323,0.45
4481,2039.810968590530,1769.395188393380,0.0492,0.0647,0.2676,0.3291,0.45
4482,2045.716918767830,1774.518192430280,0.0123,0.0167,0.2927,0.3634,0.45
4483,1942.536495082000,1685.016298373770,0,0,0.3703,0.443,0.45
4484,1799.577759907850,1561.009465362800,0,0,0.4241,0.4751,0.45
4485,1661.830157243090,1441.522930031460,0,0,0.4675,0.5476,0.45
4486,1573.067200166560,1364.527192888560,0,0,0.5293,0.639,0.45
4487,1475.966431075000,1280.298979458270,0,0,0.5893,0.7621,0.45
4488,1423.507697147180,1234.794649483410,0,0,0.6329,0.7978,0.45
4489,1470.581594148630,1275.628005189330,0,0,0.6655,0.8566,0.45
4490,1472.144933901450,1276.984094493220,0,0,0.6777,0.9161,0.45
4491,1465.196757222270,1270.957030920390,0.0114,0.012,0.6503,0.8261,0.45
4492,1534.852228431060,1331.378343238000,0.0563,0.0635,0.6311,0.7921,0.45
4493,1789.502903723030,1552.270223182200,0.1142,0.1428,0.6886,0.9451,0.45
4494,1994.821524592830,1730.369951759310,0.1754,0.2162,0.7073,0.9491,0.45
4495,2067.951084141210,1793.804795863340,0.1922,0.2744,0.7331,0.9397,0.45
4496,2102.344558703160,1823.638760548850,0.2786,0.3643,0.7678,0.9867,0.45
4497,2211.952045817240,1918.715688410230,0.3847,0.4447,0.7956,1.079,0.45
4498,2218.031700411520,1923.989369036450,0.4269,0.4809,0.812,1.1257,0.45
4499,2212.299454651190,1919.017041588860,0.4011,0.4756,0.8298,1.1427,0.45
4500,2153.066248461170,1867.636324630490,0.3767,0.4507,0.8428,1.1608,0.45
4501,2149.418455704610,1864.472116254760,0.3456,0.3985,0.8455,1.166,0.45
4502,2131.874309589680,1849.253780733370,0.2977,0.3476,0.8375,1.1651,0.45
4503,2083.410777252390,1807.215012312890,0.2381,0.2729,0.8247,1.1431,0.45
4504,2005.591198445560,1739.711900297190,0.1613,0.19,0.7954,1.076,0.45
4505,2008.891582368170,1742.574755494280,0.075,0.0916,0.7295,0.97,0.45
4506,2001.769701272000,1736.397015332130,0.02,0.0222,0.6121,0.824,0.45
4507,1940.799450912200,1683.509532480560,0,0,0.5138,0.6318,0.45
4508,1786.202519800420,1549.407367985110,0,0,0.4576,0.4888,0.45
4509,1697.613267140860,1472.562307431530,0,0,0.3944,0.4049,0.45
4510,1589.395415362630,1378.690792284710,0,0,0.3034,0.3016,0.45
4511,1460.854146797780,1267.190116187370,0,0,0.2681,0.2809,0.45
4512,1406.484664283190,1220.028343729980,0,0,0.2422,0.2704,0.45
4513,1342.561438834720,1164.579358859950,0,0,0.2045,0.2084,0.45
4514,1373.654529474060,1191.550468348360,0,0,0.1964,0.2009,0.45
4515,1398.841669936090,1213.398573799870,0.0176,0.0189,0.163,0.16,0.45
4516,1488.299444680540,1290.997017300050,0.0737,0.0806,0.1443,0.1366,0.45
4517,1733.917490289590,1504.053714599570,0.1565,0.1734,0.2066,0.2234,0.45
4518,1909.880064689850,1656.689099581470,0.2512,0.2854,0.2229,0.2443,0.45
4519,1977.624787311850,1715.452969416550,0.3439,0.3951,0.2049,0.2179,0.45
4520,2068.645901809130,1794.407502220620,0.4176,0.4854,0.177,0.1823,0.45
4521,2100.433810116380,1821.981318066320,0.4687,0.5474,0.1566,0.1617,0.45
4522,2120.062409235070,1839.007772659560,0.4948,0.5779,0.1488,0.1566,0.45
4523,2062.913656048800,1789.435174773030,0.4985,0.5835,0.1423,0.1527,0.45
4524,2069.688128311010,1795.311561756550,0.4674,0.5407,0.1285,0.1333,0.45
4525,2034.252427247180,1764.573537535110,0.4201,0.4891,0.1151,0.114,0.45
4526,1996.211159928670,1731.575364473870,0.3485,0.4103,0.1123,0.1103,0.45
4527,1954.174691019630,1695.111629858250,0.2581,0.3058,0.1126,0.1103,0.45
4528,1952.090238015860,1693.303510786400,0.1628,0.1902,0.1027,0.1026,0.45
4529,1966.855113459130,1706.111020878670,0.0802,0.0918,0.0751,0.0824,0.45
4530,1989.262983249480,1725.548300901040,0.0231,0.0241,0.046,0.0549,0.45
4531,1846.651656909300,1601.842821068730,0,0,0.0239,0.0294,0.45
4532,1714.115186753930,1486.876583416990,0,0,0.0086,0.0094,0.45
4533,1664.262019080800,1443.632402281950,0,0,0.0073,0.0036,0.45
4534,1585.226509355110,1375.074554141020,0,0,0.0184,0.0066,0.45
4535,1470.929002982590,1275.929358367970,0,0,0.0491,0.0283,0.45
4536,1418.122860220820,1230.123675214470,0,0,0.1053,0.0891,0.45
4537,1384.424203326790,1200.892416886250,0,0,0.1595,0.1607,0.45
4538,1388.071996083360,1204.056625261980,0,0,0.1929,0.1969,0.45
4539,1429.934760575420,1240.369683288280,0.0028,0.0038,0.1867,0.177,0.45
4540,1516.092151397270,1315.105271591360,0.0205,0.0283,0.1236,0.1119,0.45
4541,1751.809045238470,1519.573403299600,0.0601,0.0785,0.0592,0.0534,0.45
4542,1941.667972997090,1684.262915427160,0.1283,0.1521,0.0526,0.0423,0.45
4543,2043.458761347090,1772.559396769110,0.1972,0.2321,0.1077,0.1431,0.45
4544,1989.957800917400,1726.151007258320,0.2637,0.3066,0.126,0.1657,0.45
4545,2054.402139616800,1782.052021896320,0.3321,0.3701,0.1296,0.1627,0.45
4546,2184.506747934480,1894.908787297550,0.3622,0.4179,0.1437,0.1801,0.45
4547,2211.604636983270,1918.414335231580,0.3845,0.424,0.1596,0.2094,0.45
4548,2112.072006054000,1832.076649550810,0.2749,0.312,0.1573,0.2091,0.45
4549,2063.955882550680,1790.339234308960,0.1343,0.177,0.131,0.1553,0.45
4550,2062.913656048800,1789.435174773030,0.0924,0.1211,0.0925,0.1089,0.45
4551,1981.967397736340,1719.219884149570,0.0836,0.0998,0.0962,0.1154,0.45
4552,1937.325362572610,1680.496000694150,0.0657,0.0708,0.1312,0.1717,0.45
4553,1944.620948085750,1686.824417445620,0.0263,0.0342,0.1839,0.2471,0.45
4554,1907.621907269110,1654.730303920300,0.0074,0.0101,0.2615,0.2231,0.45
4555,1774.390619445820,1539.161359911300,0,0,0.334,0.1549,0.45
4556,1753.372384991300,1520.929492603490,0,0,0.3422,0.2229,0.45
4557,1646.370464131910,1428.112713581920,0,0,0.3432,0.2923,0.45
4558,1513.660289559550,1312.995799340870,0,0,0.3698,0.3107,0.45
4559,1427.155489903750,1237.958857859150,0,0,0.3806,0.2764,0.45
4560,1342.214030000770,1164.278005681310,0,0,0.3529,0.268,0.45
4561,1305.909806852050,1132.786598513280,0,0,0.346,0.2617,0.45
4562,1289.929000489930,1118.924352295770,0,0,0.3487,0.2966,0.45
4563,1232.953951720650,1069.502430998570,0.0137,0.0144,0.3452,0.3447,0.45
4564,1245.634374160150,1080.501822018980,0.0601,0.0701,0.3262,0.3643,0.45
4565,1339.087350495130,1161.565827073540,0.1466,0.1642,0.4218,0.4987,0.45
4566,1469.539367646760,1274.723945653410,0.2497,0.2776,0.4766,0.5306,0.45
4567,1586.963553524910,1376.581320034230,0.3363,0.3801,0.5098,0.598,0.45
4568,1748.682365732850,1516.861224691820,0.4054,0.4658,0.5042,0.6138,0.45
4569,1854.294651256390,1608.472590998830,0.449,0.5234,0.4606,0.5517,0.45
4570,1893.030736242830,1642.073470417360,0.4746,0.5545,0.4347,0.52,0.45
4571,1840.745706732000,1596.719817031820,0.4742,0.5622,0.4251,0.509,0.45
4572,1795.929967151280,1557.845256987070,0.4464,0.5223,0.4129,0.4938,0.45
4573,1673.642057597700,1451.768938105260,0.367,0.4463,0.3882,0.4708,0.45
4574,1681.632460778750,1458.700061214030,0.294,0.349,0.3264,0.3779,0.45
4575,1635.600790279170,1418.770765044030,0.1897,0.234,0.2608,0.3009,0.45
4576,1648.454917135660,1429.920832653770,0.1207,0.1439,0.1944,0.2467,0.45
4577,1678.679485690090,1456.138559195570,0.0563,0.065,0.1192,0.16,0.45
4578,1668.430925088310,1447.248640425640,0.0096,0.0123,0.0678,0.0891,0.45
4579,1583.489465185330,1373.567788247810,0,0,0.0301,0.0467,0.45
4580,1518.350308818000,1317.064067252530,0,0,0.006,0.0143,0.45
4581,1470.929002982590,1275.929358367970,0,0,0.001,0.0016,0.45
4582,1358.368540779860,1178.290928488140,0,0,0.0021,0.001,0.45
4583,1289.755296072950,1118.773675706450,0,0,0.0195,0.0114,0.45
4584,1221.836869033960,1059.859129282040,0,0,0.057,0.0344,0.45
4585,1194.738979985150,1036.353581348010,0,0,0.1018,0.0744,0.45
4586,1150.791762489330,998.232404249861,0,0,0.1361,0.1241,0.45
4587,1150.965466906310,998.383080839182,0.0009,0.0033,0.1378,0.1231,0.45
4588,1128.210188281990,978.644447638166,0.0143,0.0288,0.1017,0.0946,0.45
4589,1173.894449947610,1018.272390629520,0.0686,0.0862,0.0734,0.0674,0.45
4590,1288.191956320130,1117.417586402560,0.1759,0.1904,0.1104,0.1133,0.45
4591,1393.109424175770,1208.426246352280,0.3035,0.323,0.1844,0.2147,0.45
4592,1524.951076663220,1322.789777646720,0.3774,0.4153,0.207,0.2393,0.45
4593,1623.094072256650,1407.922050612940,0.3708,0.4279,0.2106,0.2571,0.45
4594,1714.115186753930,1486.876583416990,0.3105,0.4123,0.1909,0.1803,0.45
4595,1645.154533213050,1427.057977456670,0.3676,0.4388,0.1596,0.1239,0.45
4596,1572.546086915620,1364.075163120600,0.4103,0.457,0.1339,0.1276,0.45
4597,1557.260098221410,1350.815623260380,0.3335,0.3925,0.1177,0.1313,0.45
4598,1542.321518361170,1337.857436578800,0.229,0.2857,0.1035,0.1307,0.45
4599,1534.678524014080,1331.227666648680,0.1961,0.2169,0.0942,0.1419,0.45
4600,1570.114225077900,1361.965690870120,0.1472,0.1538,0.0811,0.1591,0.45
4601,1652.971231977130,1433.838423976110,0.0731,0.0799,0.0504,0.1321,0.45
4602,1684.932844701360,1461.562916411120,0.0159,0.018,0.0449,0.1326,0.45
4603,1597.559522960660,1385.772591982790,0,0,0.0664,0.1861,0.45
4604,1569.593111826960,1361.513661102150,0,0,0.1176,0.2531,0.45
4605,1544.579675781910,1339.816232239970,0,0,0.1804,0.2956,0.45
4606,1437.577754922520,1246.999453218390,0,0,0.2162,0.2881,0.45
4607,1326.059519221670,1150.265082874480,0,0,0.2189,0.24,0.45
4608,1286.802320984300,1116.212173688000,0,0,0.2136,0.2067,0.45
4609,1293.576793246500,1122.088560671500,0,0,0.2086,0.179,0.45
4610,1330.749538480120,1154.333350786140,0,0,0.2028,0.1689,0.45
4611,1399.189078770050,1213.699926978510,0.0021,0.0029,0.1597,0.1503,0.45
4612,1462.243782133620,1268.395528901940,0.0197,0.0298,0.0932,0.0941,0.45
4613,1748.508661315860,1516.710548102500,0.0996,0.116,0.0561,0.052,0.45
4614,1965.986591374230,1705.357637932070,0.1714,0.2049,0.0759,0.0729,0.45
4615,2047.975076188560,1776.476988091450,0.2111,0.274,0.1058,0.0923,0.45
4616,2086.190047924060,1809.625837742010,0.3287,0.3486,0.1511,0.1519,0.45
4617,2052.491391030030,1780.394579413790,0.3539,0.3606,0.2019,0.2193,0.45
4618,2177.905980089240,1889.183076903350,0.339,0.3499,0.2528,0.2753,0.45
4619,2178.948206591120,1890.087136439280,0.2524,0.314,0.2924,0.3064,0.45
4620,2146.118071782000,1861.609261057670,0.2066,0.2985,0.3105,0.2734,0.45
4621,2137.259146516040,1853.924755002310,0.2605,0.3169,0.3209,0.2719,0.45
4622,2116.935729729440,1836.295594051780,0.1834,0.2567,0.3187,0.2806,0.45
4623,2062.913656048800,1789.435174773030,0.1204,0.1814,0.2952,0.251,0.45
4624,2087.232274425930,1810.529897277930,0.1323,0.1558,0.2454,0.2216,0.45
4625,2083.410777252390,1807.215012312890,0.0703,0.0829,0.1999,0.2157,0.45
4626,2048.843598273470,1777.230371038060,0.013,0.0147,0.201,0.2129,0.45
4627,1967.723635544020,1706.864403825270,0,0,0.1848,0.1833,0.45
4628,1813.647817683190,1573.214269097780,0,0,0.1381,0.1286,0.45
4629,1712.204438167150,1485.219140934480,0,0,0.1082,0.0871,0.45
4630,1570.287929494870,1362.116367459430,0,0,0.0891,0.0427,0.45
4631,1472.839751569370,1277.586800850500,0,0,0.0737,0.0284,0.45
4632,1431.324395911260,1241.575096002850,0,0,0.0607,0.0216,0.45
4633,1391.719788839930,1207.220833637720,0,0,0.0635,0.0344,0.45
4634,1405.789846615270,1219.425637372700,0,0,0.0751,0.0533,0.45
4635,1453.732265701620,1261.012376025220,0.0019,0.0035,0.0613,0.0433,0.45
4636,1516.786969065190,1315.707977948650,0.0177,0.0237,0.03,0.0207,0.45
4637,1792.108469977730,1554.530372022010,0.0511,0.0628,0.0264,0.0116,0.45
4638,1986.657416994790,1723.288152061230,0.0822,0.1106,0.0541,0.0179,0.45
4639,2024.177571062370,1755.834295354510,0.1207,0.1605,0.0711,0.0259,0.45
4640,1942.189086248030,1684.714945195120,0.2144,0.2876,0.1006,0.0576,0.45
4641,1970.850315049650,1709.576582433040,0.3188,0.4121,0.1178,0.0799,0.45
4642,2132.395422840620,1849.705810501330,0.3574,0.4328,0.1298,0.1094,0.45
4643,2205.351277972000,1912.989978016030,0.3474,0.4015,0.1267,0.119,0.45
4644,2290.466442291980,1986.821506783200,0.3412,0.367,0.1262,0.1233,0.45
4645,2233.143984688730,1937.098232307350,0.2776,0.312,0.1284,0.1303,0.45
4646,2170.436690159130,1882.703983562570,0.1567,0.1843,0.1187,0.1267,0.45
4647,2086.016343507090,1809.475161152700,0.0861,0.1043,0.0973,0.1091,0.45
4648,2007.849355866300,1741.670695958360,0.0599,0.0726,0.0731,0.0836,0.45
4649,2011.844557456820,1745.136257512740,0.0402,0.0466,0.0582,0.0809,0.45
4650,1950.700602680030,1692.098098071840,0.0108,0.0124,0.0553,0.098,0.45
4651,1853.078720337550,1607.417854873580,0,0,0.0578,0.1081,0.45
4652,1743.992346474390,1512.792956780160,0,0,0.046,0.0763,0.45
4653,1687.364706539080,1463.672388661600,0,0,0.0418,0.0551,0.45
4654,1556.217871719540,1349.911563724450,0,0,0.0507,0.0499,0.45
4655,1451.647812697870,1259.204256953370,0,0,0.0617,0.0531,0.45
